"F1003_2","F1004","F1006_NAM","F1101_2","F2001_A","F2002","F2003","F2004","F2005","F2006","F2008","F2009","F2010_1","F2012","F2015","F2016","F2018","F2020","F3001","F3002_1","F3002_5","F3002_6_1","F3003","F3004_1","F3004_2","F3004_3","F3004_4","F3005_1","F3005_2","F3005_3","F3006","F3007_1","F3007_2","F3007_3","F3007_4","F3007_5","F3007_6","F3007_7","F3008_1","F3008_2","F3009","F3010","F3011_LH_PL","F3011_OUTGOV","F3012_1","F3013","F3014","F3015_LH","F3016_LH_PL","F3017","F3018_A","F3018_B","F3018_C","F3018_D","F3018_E","F3018_F","F3018_G","F3018_H","F3019_A","F3019_B","F3019_C","F3019_D","F3019_E","F3019_F","F3019_G","F3019_H","F3020_A","F3020_B","F3020_C","F3020_D","F3020_E","F3020_F","F3020_G","F3020_H","F3020_R","F3022","F3023_1","F3023_4","F3026","F3027","F3028_1","F3028_2","F3028_3","F3028_4"
"0000002472","SWE_2022","Sweden",0.8153,81,1,4,1,0,7,1,2,2,1,752,9,1,4,2,99,99,99,1,2,9,9,9,9,9,9,8,2,2,2,1,2,2,3,2,2,3,1,752003,0,2,2,2,1,752003,3,5,7,9,4,7,7,7,5,7,8,9,6,7,6,5,6,2,8,9,0,4,5,3,5,7,2,0,9,2,3,3,3,3,1
"0000001750","SWE_2022","Sweden",1.1901,41,1,4,4,1,1,2,1,1,1,752,1,4,2,3,1,2,7,3,1,2,3,3,5,3,3,7,2,2,3,1,3,2,3,3,3,5,1,752001,1,2,2,1,1,752001,5,10,0,5,5,5,2,2,5,9,0,7,1,7,0,5,7,3,10,10,0,5,8,2,5,3,2,0,3,3,2,3,3,4,1
"0000001565","SWE_2022","Sweden",1.1008,47,0,99,1,0,99,9,2,9,9,900,1,6,9,2,2,99,99,3,4,3,2,9,9,9,9,7,3,3,3,9,4,3,4,4,3,9,1,752003,0,2,2,9,99,999999,9,0,99,99,3,99,99,1,5,0,99,9,0,99,3,1,3,99,99,99,99,99,99,99,99,99,9,0,9,2,2,9,9,9,9
"0000002020","SWE_2022","Sweden",0.6234,89,0,7,2,1,7,1,2,2,1,752,0,14,4,1,7,99,99,2,1,1,5,5,5,5,5,9,1,3,2,1,2,2,4,1,2,4,1,752001,1,1,2,1,1,752001,5,10,0,8,4,7,1,5,5,10,0,6,1,7,1,7,5,10,10,1,9,1,10,7,6,10,2,1,1,3,2,2,1,1,0
"0000001680","SWE_2022","Sweden",0.9037,42,1,4,1,0,1,9,1,2,1,900,9,6,2,2,4,7,7,3,3,4,3,3,3,3,3,10,9,9,9,9,9,9,1,2,2,3,1,752001,1,2,2,1,1,752001,9,10,5,5,8,4,8,10,99,9,5,10,5,7,9,7,5,10,5,99,4,6,6,9,5,99,2,0,2,2,2,2,3,2,0
"0000000729","SWE_2022","Sweden",0.7658,58,1,8,3,1,1,1,1,4,3,752,0,3,2,2,7,7,0,1,1,2,5,5,5,5,1,9,2,2,2,2,2,2,4,2,2,4,1,752007,0,1,2,1,1,752007,5,9,0,1,9,2,0,10,1,99,0,6,8,8,0,5,8,2,10,9,1,6,9,2,8,2,2,1,2,3,1,2,4,3,1
"0000000835","SWE_2022","Sweden",1.0931,54,1,3,1,1,1,2,1,4,1,752,0,17,2,3,5,0,7,2,1,2,5,3,3,2,2,5,3,3,2,2,3,2,3,3,2,3,1,752003,0,2,2,3,1,752003,3,3,0,8,3,4,7,1,4,3,2,8,3,4,7,1,4,0,8,10,0,3,10,1,6,9,4,0,3,3,3,3,2,3,1
"0000001345","SWE_2022","Sweden",0.7489,69,1,5,3,0,7,9,1,1,1,752,0,17,1,2,7,99,99,2,1,2,2,3,3,2,4,6,2,2,3,2,3,4,4,3,2,4,1,752006,0,2,2,2,1,752006,3,7,8,8,5,4,8,0,5,9,10,7,5,2,10,0,5,6,10,8,0,4,8,3,1,7,4,1,2,3,4,2,3,4,0
"0000000731","SWE_2022","Sweden",0.7658,59,1,7,1,1,1,1,1,4,3,752,0,14,1,2,5,2,7,2,1,5,5,5,5,5,5,8,2,2,2,2,3,1,2,1,2,5,1,752001,1,1,2,1,1,752001,4,10,0,2,8,5,2,8,5,10,0,1,1,3,1,6,8,3,10,9,1,6,9,2,7,2,2,1,9,3,3,4,3,3,1
"0000002318","SWE_2022","Sweden",0.7489,68,1,3,1,1,7,2,1,1,1,900,1,1,2,4,0,0,0,4,5,1,1,2,5,5,3,5,4,4,4,3,4,2,4,2,3,3,0,999999,999999,9,5,5,0,999999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,10,5,0,9,3,3,5,5,5,8
"0000000411","SWE_2022","Sweden",1.073,34,1,7,4,1,1,2,1,3,3,752,0,21,1,3,0,0,7,3,1,3,4,2,5,3,2,5,3,3,3,2,3,2,3,2,2,3,1,752005,0,2,5,2,1,752005,3,9,5,6,6,8,6,5,5,9,2,5,8,9,7,5,5,5,5,5,5,5,5,5,5,5,4,0,2,3,3,3,3,3,1
"0000000008","SWE_2022","Sweden",0.7712,48,0,8,1,0,1,1,2,5,1,752,1,1,3,2,6,0,3,2,2,1,5,2,4,4,3,8,2,2,2,2,2,2,3,3,2,3,1,999999,999999,9,2,1,1,752003,2,5,1,7,1,5,6,4,8,5,4,6,2,4,6,5,5,5,10,9,0,6,9,4,7,8,2,0,9,2,1,3,3,4,1
"0000001416","SWE_2022","Sweden",1.1901,63,1,5,3,0,1,4,2,2,3,752,0,25,2,1,1,7,7,1,1,3,1,3,2,1,2,5,3,3,4,1,2,4,3,4,3,5,1,752002,0,1,1,4,1,752005,5,0,10,8,0,0,8,0,5,0,10,5,0,0,8,0,5,0,10,10,0,0,6,0,4,10,2,1,1,9,4,5,5,3,8
"0000002454","SWE_2022","Sweden",0.6191,75,1,7,1,0,7,1,1,4,2,752,0,18,2,2,7,0,0,2,1,1,3,4,5,5,5,8,2,2,2,2,3,2,4,2,2,4,1,752005,0,1,4,1,1,752008,5,7,0,1,0,8,0,5,8,9,0,2,1,8,0,5,7,4,10,9,0,5,9,2,5,5,2,0,3,3,2,2,2,2,1
"0000001465","SWE_2022","Sweden",0.7712,50,0,7,1,1,99,2,1,3,2,752,0,19,1,3,2,1,0,1,1,2,3,5,5,3,3,10,2,2,2,2,2,2,3,2,2,4,1,752008,0,2,2,1,1,999999,3,5,2,5,3,8,4,3,8,7,5,5,5,5,5,3,5,4,9,9,0,5,6,4,5,5,2,0,9,2,2,3,3,3,1
"0000000270","SWE_2022","Sweden",0.7658,41,1,7,1,0,5,2,1,4,2,752,0,5,1,3,1,99,99,2,1,9,9,9,5,5,2,10,2,3,9,9,2,9,9,2,2,3,1,752001,1,2,2,4,1,752003,4,10,5,7,0,1,0,5,0,10,5,5,0,5,0,5,5,10,5,0,0,5,0,0,0,8,2,1,3,2,2,3,2,1,1
"0000002025","SWE_2022","Sweden",0.6191,69,1,7,1,0,7,1,1,2,1,752,1,21,1,1,7,7,7,1,1,3,5,5,9,2,9,9,2,2,2,2,3,3,4,2,2,4,1,752001,1,1,1,1,1,999999,5,9,0,1,5,9,0,9,5,10,0,1,5,10,0,7,4,4,10,10,0,6,10,2,7,4,2,1,2,2,3,2,2,3,1
"0000001022","SWE_2022","Sweden",1.0931,57,1,5,1,1,1,1,1,3,1,752,0,5,1,2,5,99,99,2,1,2,4,5,5,2,2,8,1,1,2,2,2,1,4,1,1,2,1,752001,1,1,1,2,1,752001,4,10,0,1,3,5,0,9,3,10,0,1,2,6,0,8,2,0,10,10,0,3,10,3,6,0,2,1,1,2,2,4,3,2,1
"0000002775","SWE_2022","Sweden",0.5247,73,1,6,2,0,7,1,1,1,3,752,0,12,1,3,5,0,2,3,1,1,4,2,5,3,5,7,2,2,2,2,3,2,4,2,2,3,1,752001,1,2,2,1,0,999999,4,10,0,5,5,7,5,9,6,10,0,4,5,7,4,8,5,3,10,9,0,5,9,4,7,3,2,0,3,2,2,2,3,3,8
"0000000667","SWE_2022","Sweden",0.7658,58,1,7,1,0,1,1,2,5,3,752,0,12,1,2,2,1,0,2,1,2,2,9,3,3,2,7,1,2,2,2,2,2,3,3,2,3,1,999999,999999,9,2,2,1,999999,3,5,6,7,5,3,6,3,5,5,6,7,4,2,6,1,5,4,8,7,2,5,6,3,5,6,2,0,9,3,3,3,3,3,0
"0000001709","SWE_2022","Sweden",1.1008,54,0,3,4,0,1,2,2,3,1,752,0,14,1,3,1,99,99,3,1,1,1,1,5,5,5,7,2,2,3,2,3,3,3,3,2,5,1,999999,999999,9,2,2,1,999999,4,1,9,9,0,1,2,0,2,2,9,9,5,0,4,0,5,1,8,9,0,2,7,1,5,8,2,0,2,2,3,2,2,2,1
"0000000964","SWE_2022","Sweden",0.9037,49,1,3,4,0,2,2,1,2,3,752,1,14,3,4,0,0,0,5,2,2,3,3,5,5,5,5,3,3,3,3,3,3,3,2,2,4,0,999999,999999,9,4,3,1,999999,3,10,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,2,0,9,3,3,4,3,4,1
"0000001782","SWE_2022","Sweden",1.1014,81,1,4,2,0,7,1,1,9,1,752,0,1,3,3,7,0,0,3,1,1,3,3,5,5,5,10,2,2,3,3,3,2,4,2,2,4,0,999999,999999,9,2,3,1,752003,3,6,5,6,5,5,6,6,6,6,5,6,5,5,6,6,6,5,10,5,5,5,5,5,5,5,2,0,9,2,3,3,2,3,1
"0000002681","SWE_2022","Sweden",0.6191,69,1,6,4,1,7,1,1,1,1,752,0,22,2,1,7,0,0,1,1,1,5,5,5,5,5,10,1,1,1,1,1,1,4,1,1,4,1,752005,0,1,1,1,1,752005,5,9,0,5,1,10,0,9,7,10,0,2,0,10,0,10,7,3,10,8,0,5,10,4,7,5,2,1,1,1,3,2,2,3,1
"0000000573","SWE_2022","Sweden",0.7658,64,1,7,1,1,1,2,1,5,1,752,0,21,2,2,6,7,4,2,1,3,5,5,5,5,4,7,1,3,2,2,2,2,3,2,9,4,1,752002,0,2,2,1,1,752001,5,7,0,2,6,5,2,6,3,8,0,2,6,6,0,8,3,4,10,10,2,6,9,3,8,4,2,1,2,3,2,3,2,3,8
"0000002579","SWE_2022","Sweden",0.7489,80,1,2,2,1,7,2,1,1,2,752,0,24,2,3,7,5,7,3,3,3,1,2,3,3,3,6,2,2,2,1,2,2,2,2,2,4,1,999999,999999,9,1,3,1,999999,5,10,5,8,9,7,9,8,8,10,5,8,8,7,9,8,7,9,4,7,8,4,9,7,5,7,2,1,2,2,2,3,3,2,1
"0000002746","SWE_2022","Sweden",1.1092,88,0,2,3,1,7,2,2,1,1,752,0,13,2,2,6,0,0,2,1,9,9,9,9,9,2,10,9,9,9,9,2,9,9,2,2,1,0,999999,999999,9,2,1,1,752005,3,99,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,5,2,0,9,3,2,5,9,3,8
"0000001645","SWE_2022","Sweden",1.1008,59,0,3,1,1,1,2,2,3,1,752,0,24,1,2,7,7,0,2,1,3,4,4,9,9,9,99,9,9,9,9,9,9,9,9,9,3,99,999999,999999,9,9,2,1,752001,4,9,9,6,3,1,3,0,2,10,9,6,4,1,1,0,4,6,9,9,0,7,10,2,6,99,2,1,2,9,2,3,9,3,1
"0000002422","SWE_2022","Sweden",0.6234,71,0,4,1,0,7,1,2,3,1,752,0,20,2,1,7,0,0,2,9,2,4,3,5,4,5,8,2,2,3,2,2,2,3,2,3,4,1,999999,999999,9,2,2,1,752003,3,7,7,7,2,5,5,2,5,8,7,7,2,5,5,2,5,4,7,8,2,6,6,5,7,6,2,0,2,3,3,4,3,3,0
"0000001714","SWE_2022","Sweden",1.6791,30,0,4,4,1,1,2,2,2,1,752,0,14,1,3,2,7,7,3,3,3,2,2,3,3,3,5,3,3,3,3,4,3,4,4,4,5,1,752003,0,2,2,2,1,752003,3,0,9,9,0,5,9,0,7,0,9,9,0,2,9,0,5,0,10,10,0,5,9,0,5,7,4,0,9,3,3,5,5,5,0
"0000002601","SWE_2022","Sweden",0.7541,85,0,6,1,0,7,2,1,3,2,900,9,12,1,3,2,2,2,9,1,1,5,5,5,5,5,7,1,3,1,1,3,2,3,2,2,4,1,752001,1,1,2,1,1,752001,5,9,0,1,4,9,1,7,0,10,0,2,5,10,1,7,0,99,10,99,0,5,9,4,8,3,2,0,2,3,2,4,3,3,0
"0000000351","SWE_2022","Sweden",0.5372,68,1,9,1,1,7,1,1,5,6,752,0,12,2,1,7,7,0,2,1,1,5,5,5,5,4,10,1,1,1,1,1,1,4,1,1,4,1,752005,0,1,1,1,1,752008,5,9,0,8,8,10,9,9,10,10,0,9,8,10,7,9,8,2,10,9,0,5,9,4,6,5,1,1,2,2,2,4,3,3,1
"0000002604","SWE_2022","Sweden",1,79,1,3,1,0,7,9,9,9,1,752,0,1,1,2,7,0,0,3,1,1,3,3,5,5,5,10,1,1,1,1,2,2,4,2,2,2,1,999999,999999,9,2,1,1,999999,3,8,0,8,5,7,7,7,7,8,0,7,5,6,7,7,6,4,10,9,0,5,5,4,5,99,2,0,3,2,2,2,2,3,0
"0000002821","SWE_2022","Sweden",0.7541,69,0,3,1,1,7,2,2,2,1,752,0,25,2,2,7,4,4,2,1,3,3,2,1,2,2,8,2,2,3,3,3,3,3,4,3,5,1,999999,999999,9,2,2,1,999999,5,3,7,7,0,2,7,0,7,3,7,7,2,3,7,0,7,2,5,7,0,10,7,0,5,5,2,0,9,2,4,4,3,4,1
"0000002605","SWE_2022","Sweden",0.821,86,0,3,1,0,7,1,4,1,4,752,9,14,4,2,7,0,0,3,1,3,5,5,5,5,5,10,2,2,1,2,3,2,4,2,2,3,1,752006,0,1,2,1,1,752006,3,6,8,9,2,3,9,2,8,7,9,10,2,1,9,0,8,0,8,10,0,0,9,0,7,8,2,0,2,2,3,2,2,3,0
"0000001666","SWE_2022","Sweden",1.1008,62,0,3,1,1,1,2,2,4,1,752,0,12,4,3,2,2,0,2,1,1,4,3,4,3,3,7,2,3,1,2,3,2,3,2,2,4,0,999999,999999,9,5,1,1,999999,2,3,2,2,1,1,2,0,2,4,4,5,5,1,3,0,4,5,8,7,3,5,7,1,5,5,4,0,9,2,3,2,2,4,1
"0000000961","SWE_2022","Sweden",0.5247,68,1,7,1,0,7,1,1,2,1,752,0,22,1,2,0,0,7,3,1,3,5,5,5,5,2,9,1,1,1,2,2,2,3,1,2,3,1,752001,1,1,1,1,1,752001,5,9,0,4,6,6,5,5,5,9,0,5,4,5,5,4,5,0,10,10,0,5,7,5,6,2,1,1,1,2,3,3,3,3,0
"0000001808","SWE_2022","Sweden",1.1092,79,0,2,2,0,7,2,1,1,2,752,0,4,2,3,7,0,7,3,1,1,4,3,2,3,2,6,3,3,4,2,4,3,3,3,3,4,1,999999,999999,9,1,3,1,752002,1,1,6,6,5,1,3,0,1,8,7,4,5,0,2,0,6,3,8,8,0,3,8,4,5,5,4,0,3,2,4,2,3,3,0
"0000001986","SWE_2022","Sweden",1.1014,97,1,2,2,0,7,2,1,1,1,752,9,14,2,4,0,0,0,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,9,1,9,0,999999,999999,9,9,9,0,999999,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,0,1,9,9,9,9,9,0
"0000000425","SWE_2022","Sweden",0.7658,59,1,8,4,9,1,1,1,2,1,752,0,1,4,1,7,7,7,1,1,1,5,3,5,5,5,8,1,2,2,1,2,2,3,2,2,4,1,752001,1,1,1,2,1,752001,5,9,0,2,4,5,1,5,5,9,0,2,4,7,0,4,5,4,10,8,1,6,8,5,6,3,2,1,2,2,2,2,3,3,0
"0000002088","SWE_2022","Sweden",1.1008,64,0,99,1,1,5,2,2,1,9,900,9,13,2,1,99,99,99,4,9,9,4,9,9,9,5,10,2,9,9,9,9,9,9,2,1,2,1,999999,999999,9,1,5,1,999999,1,99,10,99,99,99,99,99,99,10,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,1,0,2,1,1,9,9,1,1
"0000001982","SWE_2022","Sweden",0.5247,89,1,7,2,1,7,1,1,1,1,900,9,1,3,2,5,99,99,3,1,1,9,9,5,5,5,6,2,9,9,2,9,9,9,2,2,4,1,752001,1,2,5,1,1,752001,3,8,0,3,5,6,2,9,1,8,0,1,8,9,0,7,1,4,8,10,2,6,10,6,9,5,4,0,3,3,3,2,9,9,1
"0000000133","SWE_2022","Sweden",0.7658,51,1,8,1,1,1,1,1,3,2,752,0,7,1,1,5,7,0,1,1,2,5,5,5,2,5,10,2,2,2,2,3,2,4,2,2,5,1,752001,1,1,2,1,1,752004,5,9,0,99,99,7,0,8,1,10,0,0,8,7,0,5,3,4,6,10,2,6,10,1,8,3,2,1,2,4,3,4,3,3,1
"0000002172","SWE_2022","Sweden",0.7489,69,1,3,1,0,7,1,1,2,1,752,0,1,4,2,7,7,7,2,1,3,4,2,3,3,3,7,2,2,2,2,2,2,3,3,3,4,1,752003,0,2,2,1,1,752003,5,1,7,10,5,3,5,0,5,5,7,9,3,2,5,1,7,4,5,9,1,5,4,1,5,8,2,0,2,2,2,3,3,3,0
"0000001727","SWE_2022","Sweden",1.6282,21,1,3,4,0,1,2,2,1,1,752,0,14,1,3,3,99,3,2,1,3,4,3,5,5,3,8,3,3,4,2,4,2,2,2,2,4,1,752001,1,2,2,1,0,999999,4,9,0,0,6,5,0,9,2,9,0,2,5,5,0,9,1,1,10,10,0,5,10,1,10,2,2,1,2,4,3,3,3,3,1
"0000002719","SWE_2022","Sweden",0.6234,88,0,3,2,0,7,1,1,1,2,752,9,3,2,2,7,0,0,2,1,4,2,2,5,2,2,9,2,2,3,2,2,2,4,3,3,5,1,999999,999999,9,4,2,1,752001,4,9,6,7,5,8,6,6,8,9,6,7,5,6,6,5,6,1,9,9,0,5,6,4,7,4,4,1,2,2,1,2,2,3,0
"0000002129","SWE_2022","Sweden",0.8153,75,1,4,1,0,7,2,2,2,1,752,0,12,4,2,7,7,0,1,1,1,5,5,5,5,5,10,1,2,1,2,3,1,4,2,2,3,1,752004,0,1,2,1,1,752004,5,8,0,0,9,5,1,7,5,9,0,0,9,10,1,9,5,2,6,10,0,5,10,4,5,1,1,1,2,2,1,3,3,3,0
"0000001422","SWE_2022","Sweden",1.346,20,1,4,4,0,3,2,1,1,2,752,0,14,1,1,5,99,7,2,1,1,5,5,5,2,5,9,2,2,3,2,3,2,3,2,2,5,1,752004,0,1,2,1,99,999999,4,8,0,1,10,4,1,9,2,8,0,1,10,6,0,6,2,3,10,9,0,5,9,2,8,0,2,1,1,3,2,3,3,3,1
"0000001950","SWE_2022","Sweden",0.6234,75,0,6,1,0,7,9,9,5,1,752,1,24,9,2,7,3,0,2,2,1,5,4,3,2,5,8,2,2,1,1,3,2,4,2,2,3,1,752001,1,4,2,1,1,999999,4,4,0,7,0,10,0,0,3,5,2,2,0,9,2,2,4,3,10,8,0,6,9,1,8,7,2,0,3,3,1,2,2,2,0
"0000000735","SWE_2022","Sweden",0.7658,53,1,8,1,1,1,1,1,4,2,752,0,8,1,3,1,7,7,1,1,1,5,5,5,5,5,10,2,2,2,2,2,2,3,2,2,4,1,752007,0,1,9,1,1,752007,5,8,0,2,4,8,2,8,2,10,0,5,5,8,3,5,5,3,10,9,1,5,9,3,8,4,1,0,2,1,1,4,3,3,0
"0000002592","SWE_2022","Sweden",2.2763,19,0,3,4,0,6,9,9,3,1,752,0,13,2,3,0,5,6,3,2,1,2,3,4,1,4,6,3,3,3,2,9,2,2,4,4,5,1,752002,0,1,2,1,0,999999,4,0,10,9,0,0,5,0,5,0,9,10,5,0,5,0,99,1,9,10,0,7,8,1,8,10,4,1,2,2,1,3,3,4,1
"0000000063","SWE_2022","Sweden",0.7712,52,0,8,1,1,1,1,2,4,1,752,0,1,3,3,3,5,2,2,1,1,5,3,5,4,5,8,2,2,1,2,3,1,3,2,2,4,1,752007,0,2,2,1,1,752005,4,7,0,3,4,8,2,9,4,6,0,2,2,9,1,5,5,3,10,9,0,6,10,3,6,4,2,0,9,3,3,4,3,3,1
"0000001096","SWE_2022","Sweden",1.1407,23,1,8,4,0,6,1,2,1,2,752,0,7,2,3,0,7,7,2,1,2,4,5,5,2,1,9,1,3,2,2,3,1,4,9,1,2,1,752005,0,1,1,1,1,752005,3,10,0,8,5,10,8,7,5,9,0,10,7,10,9,9,5,0,5,10,0,2,8,3,7,5,2,1,3,3,2,4,3,2,0
"0000001266","SWE_2022","Sweden",1.0931,57,1,4,4,0,1,2,2,2,2,752,0,1,3,3,5,2,0,3,1,1,4,3,5,4,1,10,2,2,2,2,2,2,4,2,2,5,1,752001,1,1,1,1,1,752001,5,9,1,6,6,8,3,6,6,9,1,5,5,8,2,5,5,2,10,9,0,6,9,5,8,3,2,0,9,3,4,2,2,3,0
"0000000147","SWE_2022","Sweden",1.5282,63,0,3,1,0,7,2,9,3,1,752,0,13,1,2,99,99,99,1,1,1,2,1,5,4,4,5,2,2,3,3,3,2,3,4,2,5,1,999999,999999,9,1,2,1,999999,3,0,9,9,0,0,9,0,6,0,9,9,0,0,9,0,6,0,9,9,0,1,9,0,3,9,2,1,2,2,3,3,3,3,0
"0000002117","SWE_2022","Sweden",1.1092,72,0,2,4,1,7,2,1,1,1,752,0,8,1,3,2,0,0,2,2,3,2,2,3,3,3,7,2,2,3,2,2,2,2,2,2,2,1,752002,0,1,2,1,1,752002,5,2,10,2,8,2,2,1,2,2,10,2,8,1,2,1,2,0,9,10,0,7,7,3,8,10,2,1,2,2,2,3,2,3,0
"0000001844","SWE_2022","Sweden",0.7541,79,0,6,4,0,7,1,2,1,1,752,0,12,1,2,7,0,0,1,1,1,5,2,2,5,3,0,3,4,4,3,3,4,4,4,4,5,1,752002,0,1,2,5,1,752002,3,0,10,10,1,0,10,0,5,1,10,10,1,0,10,0,5,1,10,10,0,0,10,0,6,10,5,1,1,2,4,4,5,3,0
"0000001674","SWE_2022","Sweden",1.1008,51,0,3,4,1,5,2,2,2,1,752,0,14,3,3,0,7,7,2,2,1,2,5,2,3,2,8,3,3,3,1,3,3,4,4,3,5,1,752002,0,1,4,2,1,752002,4,0,10,8,0,7,0,0,5,0,9,7,2,8,2,5,5,2,8,9,1,5,7,2,7,10,4,1,2,3,3,2,2,4,0
"0000001900","SWE_2022","Sweden",0.7489,72,1,6,3,0,7,1,1,2,1,752,9,14,1,3,0,0,0,3,1,1,5,5,5,1,5,9,3,3,2,2,4,1,4,2,1,4,1,752004,0,9,5,1,1,752004,5,9,0,0,10,6,0,9,4,10,0,0,10,6,0,10,4,2,10,10,0,5,10,2,7,0,2,1,1,4,2,2,1,3,1
"0000001110","SWE_2022","Sweden",0.91,55,0,6,3,0,1,2,2,2,4,752,0,18,1,2,0,7,7,1,1,3,5,1,5,5,5,5,2,4,3,3,3,3,3,4,3,5,1,752006,0,1,2,1,1,752006,4,0,7,10,0,3,10,0,5,0,8,9,0,0,10,0,5,99,6,8,0,99,8,0,7,8,4,1,1,1,3,3,3,3,1
"0000000274","SWE_2022","Sweden",0.9037,54,1,6,1,1,1,1,1,5,2,752,0,14,2,2,5,3,7,2,1,3,3,2,5,4,4,9,2,2,2,1,2,2,2,2,3,4,1,752001,1,2,4,1,1,752001,4,9,0,1,8,5,0,1,0,9,5,1,5,7,0,1,1,2,10,8,0,5,10,4,10,1,2,1,1,2,1,4,3,2,1
"0000002130","SWE_2022","Sweden",0.821,80,0,3,1,0,7,4,2,1,1,752,0,5,1,3,1,2,0,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,1,999999,999999,9,4,3,1,999999,3,5,3,5,3,1,3,0,1,5,2,1,1,0,1,0,0,5,3,6,3,3,1,1,4,99,4,0,9,3,3,3,3,3,1
"0000000782","SWE_2022","Sweden",1.1008,61,0,3,1,1,1,2,2,2,2,752,0,20,1,2,7,7,0,2,1,2,2,3,2,2,2,9,2,2,3,2,3,2,4,2,2,4,1,999999,999999,9,2,2,1,999999,5,5,5,7,4,7,5,4,6,6,5,5,4,6,5,4,5,4,5,6,1,5,6,2,5,6,2,0,2,2,2,3,2,3,1
"0000002119","SWE_2022","Sweden",0.5247,70,1,7,1,1,7,1,9,2,2,752,0,1,3,2,7,5,7,2,1,1,5,5,5,5,5,10,1,2,2,2,2,1,3,1,1,3,1,752001,1,1,2,2,1,752001,5,10,0,2,10,5,2,10,2,10,0,1,8,6,1,10,5,2,10,10,1,6,9,2,7,2,2,1,1,3,2,3,3,3,1
"0000002200","SWE_2022","Sweden",0.7712,58,0,8,1,1,1,1,9,5,1,752,0,14,3,2,7,7,3,1,1,1,4,3,4,3,2,10,2,2,2,2,3,2,3,2,2,2,1,752005,0,4,2,1,1,752003,5,7,0,10,0,7,0,5,2,9,1,1,1,9,0,5,5,4,5,8,0,6,9,2,6,7,2,1,2,2,1,4,3,3,1
"0000002005","SWE_2022","Sweden",1.0469,76,0,3,2,1,7,1,2,2,2,752,0,1,2,3,7,3,0,2,1,3,3,4,5,5,4,7,2,3,2,2,3,2,4,2,1,4,1,752001,1,2,2,1,0,999999,4,9,1,8,6,8,5,5,6,9,1,7,5,9,3,5,5,2,10,10,0,6,4,4,7,3,2,0,2,2,2,2,2,3,0
"0000001918","SWE_2022","Sweden",1.6791,28,0,4,4,1,5,2,1,2,1,752,0,25,2,3,3,1,0,2,1,3,2,5,2,2,2,7,2,2,1,1,2,2,4,2,2,5,1,752001,1,1,1,1,1,752003,5,8,2,5,6,6,4,6,5,9,2,4,5,6,1,5,6,2,7,7,3,3,7,3,5,2,2,0,3,3,2,4,3,3,8
"0000002104","SWE_2022","Sweden",0.7489,83,1,99,1,0,7,2,2,1,9,752,9,3,1,1,7,4,0,1,1,1,5,3,5,5,5,10,1,2,1,2,2,1,4,4,2,3,1,752002,0,1,1,1,1,752002,5,5,10,8,1,1,8,0,6,5,10,9,0,0,99,0,8,1,9,10,0,5,8,0,8,9,1,1,1,2,2,3,2,3,0
"0000001322","SWE_2022","Sweden",1.0931,54,1,5,4,1,1,2,1,2,2,752,0,8,1,2,1,7,7,1,1,1,2,1,3,3,1,5,2,2,3,2,3,3,3,4,3,5,1,999999,999999,9,2,3,1,752001,3,0,10,8,7,4,10,0,5,3,10,8,8,0,10,0,2,99,99,99,99,99,99,99,99,8,4,1,2,4,1,5,4,5,1
"0000002247","SWE_2022","Sweden",0.7489,78,1,3,3,0,7,2,1,9,1,752,9,1,2,3,4,0,0,3,1,1,2,2,5,5,5,9,2,3,1,1,3,2,3,1,1,4,1,752001,1,1,2,2,1,752001,5,10,0,3,2,8,2,5,5,10,0,3,1,8,2,5,5,99,99,99,99,99,99,99,99,99,2,0,3,2,1,1,2,3,0
"0000001545","SWE_2022","Sweden",0.91,63,0,6,4,0,10,4,2,4,1,752,0,3,2,2,7,7,0,2,1,2,4,3,5,5,5,10,1,2,2,2,3,2,4,3,2,2,1,752005,0,2,1,1,1,752003,4,8,0,8,0,9,6,1,7,8,2,5,1,9,5,0,6,5,10,9,0,5,8,1,6,5,2,0,3,2,3,2,2,3,0
"0000001340","SWE_2022","Sweden",1.1901,52,1,5,4,1,1,2,1,5,2,752,0,6,2,2,3,6,7,2,2,3,3,3,5,5,4,9,2,2,1,2,2,3,3,2,2,5,1,752003,0,2,2,1,1,752003,4,7,6,9,4,8,8,4,8,8,8,9,5,5,8,5,8,3,9,8,1,4,8,1,6,6,2,0,9,2,2,4,3,3,1
"0000002514","SWE_2022","Sweden",1.0469,68,0,3,3,0,7,2,2,1,1,752,0,12,2,2,2,0,0,2,1,2,5,2,5,4,2,5,3,4,3,2,3,3,4,4,4,4,1,752002,0,1,2,3,1,752002,1,0,10,8,2,0,8,0,3,0,10,8,3,0,8,0,5,0,10,10,0,0,10,0,7,8,4,1,2,4,4,3,4,3,1
